Wavelength,Intensity
206.08536178726243,262.92314826070736
206.32544181393797,221.30968234808316
206.56552184061354,126.3608106104448
206.8056018672891,211.03927904091205
207.04568189396466,276.16091690911986
207.28576192064023,229.3294515036536
207.52584194731577,197.18149575197367
207.76592197399134,153.84211993319934
208.00600200066688,172.87537649963912
208.24608202734245,283.4816934153125
208.486162054018,242.87632052702986
208.72624208069357,225.70986908727033
208.96632210736914,222.1625309546139
209.20640213404468,141.478774503811
209.44648216072025,287.25261024448326
209.6865621873958,279.50025068653366
209.92664221407136,211.96022219282818
210.1667222407469,241.50076529878396
210.40680226742248,205.73128459765226
210.64688229409802,174.59923132238913
210.8869623207736,183.73111061473432
211.12704234744916,171.7872567901256
211.3671223741247,196.6158803308214
211.60720240080028,323.10245983232875
211.84728242747582,214.60691303791353
212.0873624541514,200.07777635155017
212.32744248082693,162.38394374199956
212.5675225075025,177.22146065269334
212.80760253417805,249.62880952975598
213.04768256085362,250.47844568939712
213.2877625875292,170.41019192708367
213.52784261420473,312.3509148076107
213.7679226408803,202.85042772773713
214.00800266755584,273.16475324319754
214.2480826942314,214.109987609055
214.48816272090698,218.3099240376237
214.72824274758253,165.58709133427774
214.9683227742581,257.6371220551359
215.20840280093364,236.20492405238613
215.4484828276092,213.10790127270084
215.68856285428475,121.19978896988977
215.92864288096033,168.6176567149032
216.16872290763587,175.5928842036544
216.40880293431144,155.46560022608895
216.648882960987,117.11410915411135
216.88896298766255,196.77038803866253
217.12904301433812,152.5293466396315
217.36912304101367,282.1546992678635
217.60920306768924,233.40336564965665
217.84928309436478,160.30784702278487
218.08936312104035,243.9086186427808
218.3294431477159,147.7290401953874
218.56952317439146,216.74501523759972
218.80960320106703,169.43583869664974
219.04968322774258,145.39354835267665
219.28976325441815,189.20671907640022
219.5298432810937,174.63508142307222
219.76992330776926,239.08195913777053
220.0100033344448,255.05264863302324
220.25008336112037,221.50218971788416
220.49016338779592,193.29107588527816
220.7302434144715,172.91623909042383
220.97032344114706,166.6406730471713
221.2104034678226,225.0151977844318
221.45048349449817,219.20288058801955
221.69056352117371,142.3324339928325
221.9306435478493,163.62783092702264
222.17072357452486,225.5016263538676
222.4108036012004,294.1643129587302
222.65088362787597,131.71031405338024
222.8909636545515,156.72435061357072
223.13104368122708,180.1926207909427
223.37112370790263,143.04293699630526
223.6112037345782,220.19768624358582
223.85128376125374,221.9369318436285
224.0913637879293,205.88942729410527
224.33144381460488,126.212430658075
224.57152384128042,212.44700022988374
224.811603867956,174.81861005935482
225.05168389463154,118.52023403658221
225.2917639213071,208.81103060917403
225.53184394798268,277.91861731498204
225.77192397465822,176.5349679455745
226.01200400133376,130.41852260299436
226.25208402800934,214.5599911595939
226.4921640546849,255.87572898565782
226.73224408136045,138.8316009755782
226.97232410803602,209.33145042251977
227.21240413471156,240.64721371218513
227.45248416138713,169.17002559100246
227.6925641880627,179.01599351713602
227.93264421473825,182.06428283095423
228.1727242414138,255.39440281118794
228.41280426808936,174.4031284699016
228.65288429476493,182.64746172259976
228.89296432144047,171.25476056340534
229.13304434811604,259.9651886778749
229.3731243747916,242.85774922645243
229.61320440146716,273.20332017937545
229.85328442814273,177.62829209369184
230.09336445481827,290.3961150108715
230.33344448149384,194.9647598983991
230.57352450816938,177.2527324119114
230.81360453484496,239.97616014199463
231.0536845615205,179.1300624358906
231.29376458819607,122.40566502397762
231.5338446148716,291.6712683677043
231.77392464154718,280.9010583543051
232.01400466822275,146.36532980642133
232.2540846948983,271.62653649798733
232.49416472157387,222.0144485795432
232.7342447482494,189.0541370639401
232.97432477492498,144.91388723314714
233.21440480160055,196.82232825622881
233.4544848282761,156.8543525336314
233.69456485495164,293.5343132578672
233.9346448816272,178.37327658755095
234.17472490830278,268.7470883286964
234.41480493497832,264.69323674879473
234.6548849616539,142.637855201704
234.89496498832943,218.71743639400518
235.135045015005,195.40654051724644
235.37512504168058,258.44472404370356
235.61520506835612,183.46571796206106
235.85528509503166,157.52874299988386
236.09536512170723,177.08959584041332
236.3354451483828,211.58534703137406
236.57552517505835,175.8603803036203
236.81560520173392,177.46112483620706
237.05568522840946,221.46701682716196
237.29576525508503,137.51066276295606
237.5358452817606,148.48686007222602
237.77592530843614,214.73753551395419
238.0160053351117,305.3637919724964
238.25608536178726,212.22025186518226
238.49616538846283,257.12771280748194
238.7362454151384,180.6291903065403
238.97632544181394,157.6643202306857
239.21640546848948,189.57548821775785
239.45648549516505,196.77082622913804
239.69656552184063,198.56054223533138
239.93664554851617,293.0645215073248
240.17672557519174,254.40873517071384
240.41680560186728,120.1906899581809
240.65688562854285,203.905898067515
240.89696565521842,165.5223105033376
241.13704568189397,280.9841011745723
241.3771257085695,220.19825744813852
241.61720573524508,283.2143785363422
241.85728576192065,243.62049089944867
242.0973657885962,182.7402321095085
242.33744581527176,152.96359706572898
242.5775258419473,135.24834763615604
242.81760586862288,219.9415956438863
243.05768589529845,292.78763906644
243.297765921974,185.94349168016595
243.53784594864956,90.32942257257679
243.7779259753251,217.27382339993574
244.01800600200067,172.4621644035165
244.25808602867622,242.59795736075975
244.4981660553518,332.42161143278577
244.73824608202733,307.5278425102326
244.9783261087029,244.56662921808896
245.21840613537847,210.7448898311804
245.45848616205402,188.99704988717386
245.6985661887296,234.0868208001954
245.93864621540513,267.5516313572162
246.1787262420807,139.7058878899575
246.41880626875627,203.9622743316251
246.6588862954318,190.69632374373
246.89896632210736,189.15755931743863
247.13904634878293,257.5841237657927
247.3791263754585,210.681899851965
247.61920640213404,221.2663398910936
247.8592864288096,103.55470767286941
248.09936645548515,285.38069941194107
248.33944648216072,293.3846793863603
248.5795265088363,251.23125715698552
248.81960653551184,492.0178692669583
249.05968656218738,939.5123683034225
249.29976658886295,2068.5685703476643
249.53984661553852,3506.9605325867533
249.77992664221406,4758.603499337005
250.02000666888964,5209.118062393425
250.26008669556518,4586.102254416658
250.50016672224075,3129.8196873963925
250.74024674891632,1827.5816250711835
250.98032677559186,821.8137423213319
251.22040680226743,521.6422072797249
251.46048682894298,247.6284610380262
251.70056685561855,244.60128564695358
251.94064688229412,118.24560634087253
252.18072690896966,157.9331329185015
252.4208069356452,263.257725386276
252.66088696232077,236.3450570367691
252.90096698899634,167.53631981994747
253.1410470156719,285.1013891958309
253.38112704234746,238.47228155655185
253.621207069023,151.17506031800235
253.86128709569857,90.73288797932953
254.10136712237414,164.29288335587924
254.34144714904969,231.48151794630465
254.58152717572523,224.29571389091666
254.8216072024008,224.47126524510236
255.06168722907637,94.03282327636823
255.30176725575194,195.85979668380287
255.54184728242748,210.41575533270685
255.78192730910303,224.0307312892012
256.0220073357786,226.0695535603756
256.26208736245417,204.0709757596114
256.5021673891297,266.23525783880604
256.74224741580525,230.06271446543684
256.9823274424808,149.84495512487413
257.2224074691564,191.06423177089118
257.46248749583197,78.83890111717096
257.7025675225075,143.31277766205173
257.94264754918305,172.11342900981901
258.1827275758586,170.08904870550876
258.4228076025342,213.29152936370434
258.66288762920976,258.8411059783314
258.9029676558853,181.99694366436165
259.14304768256085,117.26950581331779
259.3831277092364,159.80660047476988
259.623207735912,173.12546563418124
259.86328776258756,170.85429229399196
260.1033677892631,255.1007690012766
260.34344781593865,178.7677657085444
260.5835278426142,100.97470444899383
260.82360786928973,189.40693273476887
261.06368789596536,233.7249218588305
261.3037679226409,178.1879525423363
261.54384794931644,214.66583582317588
261.783927975992,327.3038367775973
262.02400800266753,162.14843778088638
262.2640880293431,221.8099611755361
262.50416805601867,148.89918468439888
262.74424808269424,153.68316967422138
262.9843281093698,162.71716978279892
263.2244081360453,154.9707671867537
263.4644881627209,117.00073991051075
263.70456818939647,134.13882973985102
263.94464821607204,118.64876098653448
264.1847282427476,97.84397995715398
264.4248082694231,210.67752442103014
264.6648882960987,217.47816945964078
264.90496832277427,210.76941288109674
265.14504834944984,226.7558311174411
265.3851283761254,223.2030015052759
265.6252084028009,232.1721783301102
265.8652884294765,186.05404368625003
266.10536845615206,373.2975635965646
266.3454484828276,204.59506272745838
266.58552850950315,230.86338760543288
266.8256085361787,219.88662127316158
267.0656885628543,159.4192514780788
267.30576858952986,177.267088269077
267.5458486162054,208.67347988695684
267.78592864288095,302.3106133973337
268.0260086695565,215.91108407409502
268.2660886962321,300.4440824421921
268.50616872290766,121.34048165987072
268.7462487495832,165.97848997830607
268.98632877625874,226.8744754175842
269.2264088029343,254.32943199483904
269.4664888296099,235.40592095045616
269.70656885628546,246.0046557538761
269.946648882961,172.9917031439826
270.18672890963654,143.39257647047606
270.4268089363121,197.1033896933726
270.6668889629877,193.44316526880624
270.90696898966326,169.99903509536512
271.14704901633877,243.6372455596776
271.38712904301434,248.54726030305915
271.6272090696899,236.63504889448
271.8672890963654,184.99821639413608
272.107369123041,177.30109629681087
272.34744914971657,141.23538612380165
272.58752917639214,189.17255194498787
272.8276092030677,173.09042777701822
273.0676892297432,214.67532139537144
273.3077692564188,161.79328727635223
273.54784928309437,117.1673420970218
273.78792930976994,120.28733144313094
274.0280093364455,190.8488281693366
274.268089363121,113.33465935188359
274.5081693897966,201.23590971600922
274.74824941647216,295.9906793925205
274.98832944314773,145.98611532322985
275.2284094698233,90.9982267850512
275.4684894964988,219.72476368498496
275.7085695231744,148.02152477735757
275.94864954984996,184.27635369801507
276.18872957652553,189.00161189281982
276.4288096032011,266.558638736821
276.6688896298766,255.771012410349
276.9089696565522,143.0654697499609
277.14904968322776,151.9695813922498
277.3891297099033,196.68506690332214
277.62920973657884,249.30020437147127
277.8692897632544,234.8423607784323
278.10936978993,180.1440506725051
278.34944981660556,198.7538162495254
278.58952984328107,87.27530512677721
278.82960986995664,216.40701165766214
279.0696898966322,246.63367785129748
279.3097699233078,299.5481679531509
279.54984994998335,299.32776749622496
279.78992997665887,221.93039585266712
280.03001000333444,207.2880208133881
280.27009003001,235.0984009258632
280.5101700566856,194.17020110081964
280.75025008336115,237.16927334561612
280.99033011003667,158.18879716183088
281.23041013671224,131.37100748848985
281.4704901633878,267.7223977052537
281.7105701900633,250.63716571944983
281.95065021673895,250.1263244874287
282.19073024341446,201.26369000122037
282.43081027009003,158.03791964670896
282.6708902967656,208.85057580688576
282.9109703234411,244.2998572238173
283.1510503501167,169.73356752084715
283.39113037679226,203.51446500639858
283.63121040346783,164.44595090503785
283.8712904301434,229.2866510215966
284.1113704568189,229.60747427216407
284.3514504834945,130.4738761239433
284.59153051017006,251.009260870448
284.83161053684563,194.86341946824433
285.0716905635212,112.62210720866048
285.3117705901967,169.11992522479872
285.5518506168723,77.24734498677412
285.79193064354786,178.8319153283071
286.0320106702234,169.54156512119792
286.272090696899,287.4179865584205
286.5121707235745,225.6689528696069
286.7522507502501,217.17355559306404
286.99233077692566,106.27893103472545
287.23241080360117,238.3444943292466
287.4724908302768,209.62825136847553
287.7125708569523,234.74970130541823
287.9526508836279,184.3184437670724
288.19273091030345,235.67963337224808
288.43281093697897,142.54680100223158
288.67289096365454,200.902866856822
288.9129709903301,114.64564302680166
289.1530510170057,293.7366682046866
289.39313104368125,220.88897598373808
289.63321107035677,167.28728659353547
289.87329109703234,244.14090900296867
290.1133711237079,194.40830908487703
290.3534511503835,201.76530854026436
290.59353117705905,160.9412467257683
290.83361120373456,194.4013523566462
291.07369123041013,238.0230552391972
291.3137712570857,234.15569174817702
291.5538512837613,219.81121549266007
291.79393131043685,178.10394911293997
292.03401133711236,141.75255419430135
292.27409136378793,256.3668473222909
292.5141713904635,153.91703931899903
292.754251417139,154.13055924554098
292.9943314438146,41.858072691459355
293.23441147049016,187.53472847167137
293.47449149716573,227.44556710527925
293.7145715238413,238.09349013796395
293.9546515505168,128.58340507852282
294.1947315771924,224.1582312194517
294.43481160386796,132.94589190297307
294.6748916305435,305.2934497409189
294.9149716572191,183.81584669707257
295.1550516838946,197.52116974039427
295.3951317105702,147.41616062734343
295.63521173724575,180.1613540940917
295.8752917639213,155.5258541406376
296.1153717905969,203.01413898374662
296.3554518172724,249.40188852775907
296.595531843948,204.5731595710954
296.83561187062355,273.617035184188
297.0756918972991,208.62386680190386
297.3157719239747,156.82961332870346
297.5558519506502,177.53432826619726
297.7959319773258,170.18838750427736
298.03601200400135,137.51277063842414
298.27609203067686,162.55078397477374
298.51617205735243,178.8348958109423
298.756252084028,156.58993582137282
298.9963321107036,209.2114984835789
299.23641213737915,288.84931459854505
299.47649216405466,178.28177774301292
299.71657219073023,249.75204458291475
299.9566522174058,120.3615414839436
300.1967322440814,266.5289118057537
300.43681227075695,244.63232659186033
300.67689229743246,248.41679996376288
300.91697232410803,160.89434034619848
301.1570523507836,158.09849574308095
301.3971323774592,275.4798473516672
301.63721240413474,156.16047835180348
301.87729243081026,261.0476401688778
302.1173724574858,200.69477826753595
302.3574524841614,236.86430376233358
302.59753251083697,183.0450112960786
302.83761253751254,287.99237137361536
303.07769256418806,146.65342927441282
303.3177725908636,147.71070429118384
303.5578526175392,134.41616927639714
303.7979326442147,176.2608537739866
304.0380126708903,149.13973505475363
304.27809269756585,155.82898212659444
304.5181727242414,235.4570137596945
304.758252750917,152.9850342858931
304.9983327775925,188.59157887657813
305.2384128042681,297.0625864858834
305.47849283094365,160.56507631224346
305.7185728576192,126.9474040056128
305.9586528842948,217.52434205905166
306.1987329109703,239.67941368710245
306.4388129376459,203.61199781564048
306.67889296432145,195.28236262652112
306.918972990997,204.66125269715087
307.1590530176726,194.87210880226428
307.3991330443481,232.9646378981284
307.6392130710237,223.44134081582976
307.87929309769925,121.94018236000413
308.11937312437476,195.37413743488247
308.3594531510504,197.0085432464541
308.5995331777259,290.53037445051916
308.8396132044015,221.30119904329305
309.07969323107704,174.19729259374617
309.31977325775256,125.82111664403479
309.55985328442813,255.6963738777818
309.7999333111037,190.9226133702906
310.04001333777927,222.2348225113644
310.28009336445484,268.44507002074346
310.52017339113036,157.230084547261
310.7602534178059,249.08980287539083
311.0003334444815,203.22685175510517
311.24041347115707,175.00411491449668
311.48049349783264,124.49273963679201
311.72057352450815,179.20477714117774
311.9606535511837,304.4491718141002
312.2007335778593,236.24078504256676
312.44081360453487,183.73223185980564
312.68089363121044,328.7095675328522
312.92097365788595,215.6136374334248
313.1610536845615,210.76961999336007
313.4011337112371,234.65465510072812
313.6412137379126,225.7396676067388
313.88129376458824,146.60344785570783
314.12137379126375,176.2717504424887
314.3614538179393,244.31138833366848
314.6015338446149,180.1711361923081
314.8416138712904,209.57931317798582
315.081693897966,327.1282970440081
315.32177392464155,256.9473655722527
315.5618539513171,212.01995920021358
315.8019339779927,219.33197107465378
316.0420140046682,228.09192028114606
316.2820940313438,125.2877047947842
316.52217405801935,187.60021083508406
316.7622540846949,243.38629509439676
317.0023341113705,194.70914969756015
317.242414138046,195.31708123916565
317.4824941647216,145.42907404266805
317.72257419139714,179.806979876215
317.9626542180727,224.2034965390144
318.2027342447483,217.97705925417898
318.4428142714238,120.57286693073462
318.68289429809937,144.848420644419
318.92297432477494,294.0956560067662
319.16305435145046,179.99295325257495
319.4031343781261,139.09277292959652
319.6432144048016,244.16643617966693
319.88329443147717,193.91002777946807
320.12337445815274,187.84429915928285
320.36345448482825,260.55372537600897
320.6035345115039,225.69668577739603
320.8436145381794,178.06474306500883
321.08369456485497,218.02162514526734
321.32377459153054,198.65695692126275
321.56385461820605,196.6043664956908
321.8039346448816,140.08291694705946
322.0440146715572,203.63509323313164
322.2840946982327,199.48511309466994
322.52417472490833,275.8376762644795
322.76425475158385,112.22710461337002
323.0043347782594,237.15390095455143
323.244414804935,255.91441805041296
323.4844948316105,225.43010012978377
323.72457485828613,204.40515060710626
323.96465488496165,236.25530606852962
324.2047349116372,193.0667367814721
324.4448149383128,281.2598804752333
324.6848949649883,180.70726136475045
324.92497499166393,143.91663166767654
325.16505501833944,211.71371188499012
325.405135045015,222.72360260866748
325.6452150716906,259.06035978862207
325.8852950983661,357.9059149939511
326.12537512504167,165.49198704800824
326.36545515171724,201.35383204654755
326.6055351783928,202.7797702364189
326.8456152050684,122.31107137693817
327.0856952317439,226.21782439577396
327.32577525841947,213.3783595306756
327.56585528509504,184.8411344100553
327.80593531177055,197.8969191507812
328.0460153384462,177.98131652921094
328.2860953651217,185.25385688869906
328.52617539179727,207.11132147829497
328.76625541847284,218.9395122478094
329.00633544514835,245.26572154251699
329.246415471824,219.69423043439667
329.4864954984995,168.83076741936785
329.72657552517506,210.96925428043485
329.96665555185064,222.63261289261692
330.20673557852615,192.51055794960268
330.4468156052018,261.63461152420996
330.6868956318773,252.2240039033245
330.92697565855286,191.51570863789553
331.16705568522843,233.46725895385532
331.40713571190395,184.68500887208563
331.6472157385795,274.19308979916707
331.8872957652551,216.51452292953508
332.12737579193066,176.433468025487
332.36745581860623,258.41710627293173
332.60753584528175,192.14644073868425
332.8476158719573,200.79511724225713
333.0876958986329,261.57658554150925
333.3277759253084,156.20270850769074
333.56785595198403,153.6683163506932
333.80793597865954,276.98593796975655
334.0480160053351,326.2843590219904
334.2880960320107,201.83948593349137
334.5281760586862,192.26389599890612
334.7682560853618,205.46281234315452
335.00833611203734,149.14073378752934
335.2484161387129,167.73099481368885
335.4884961653885,228.64988566913615
335.728576192064,134.7489936361666
335.9686562187396,275.2597309193688
336.20873624541514,186.8266281287411
336.4488162720907,206.24290633788925
336.6888962987663,161.42364879526846
336.9289763254418,182.42174199620626
337.16905635211737,231.92141923566297
337.40913637879294,186.56242368761133
337.6492164054685,117.53047068574897
337.8892964321441,196.31634924452106
338.1293764588196,195.7035763805459
338.36945648549516,201.39608411817207
338.60953651217073,169.95619031869393
338.84961653884625,254.42506739978728
339.0896965655219,204.023417001711
339.3297765921974,234.97146293781563
339.56985661887296,265.7838787697588
339.80993664554853,248.75850885825753
340.05001667222405,161.3722097523678
340.2900966988997,243.36637106438738
340.5301767255752,221.29045803459533
340.77025675225076,189.82967361987352
341.01033677892633,212.3904671728719
341.25041680560184,171.5382161942204
341.4904968322775,222.7173836101698
341.730576858953,222.23390478260973
341.97065688562856,165.16011489870894
342.2107369123041,236.78686634680128
342.45081693897964,194.0637415966915
342.6908969656552,243.35531083403484
342.9309769923308,263.49397128501306
343.1710570190063,248.82361831841897
343.4111370456819,128.5852032106315
343.65121707235744,337.870026562944
343.891297099033,248.15221515622275
344.1313771257086,207.39754405890835
344.3714571523841,263.14230643396996
344.6115371790597,220.9253214859691
344.85161720573524,181.71450177489763
345.0916972324108,146.5641110553584
345.3317772590864,269.3891770058926
345.5718572857619,194.73110798389894
345.8119373124375,150.2766847518517
346.05201733911304,248.13033176434266
346.2920973657886,222.92678084274266
346.5321773924642,197.78118030870368
346.7722574191397,278.5546710275196
347.0123374458153,166.67195503620914
347.25241747249083,204.25601412589694
347.4924974991664,227.69631400920662
347.732577525842,239.21982049892105
347.9726575525175,181.52720001341993
348.21273757919306,198.6731811812119
348.45281760586863,321.71681856990836
348.69289763254415,170.67759826951485
348.9329776592198,297.64107308605656
349.1730576858953,283.9827360776427
349.41313771257086,154.3122273279598
349.65321773924643,214.5623118065652
349.89329776592194,225.6427820557243
350.13337779259757,137.42296967409715
350.3734578192731,137.50522650850883
350.61353784594866,246.12506181433264
350.8536178726242,214.46574995040228
351.09369789929974,256.2227613213977
351.33377792597537,278.72196374480126
351.5738579526509,179.93021223431222
351.81393797932645,210.9584505542404
352.054018006002,253.23610977396936
352.29409803267754,257.54836537689664
352.5341780593531,243.20437381291973
352.7742580860287,159.556083922822
353.01433811270425,267.7003763472836
353.2544181393798,182.35391734493052
353.49449816605534,238.13678005040734
353.7345781927309,238.06896839493425
353.9746582194065,181.1678890163721
354.214738246082,243.87422715647074
354.4548182727576,180.9676373290552
354.69489829943313,213.80871283545622
354.9349783261087,215.00210741696748
355.1750583527843,221.56477484260995
355.4151383794598,120.93378789411868
355.6552184061354,203.78293512193903
355.89529843281093,145.05043676606616
356.1353784594865,260.35004943667434
356.3754584861621,151.29311244493854
356.6155385128376,215.01287233823905
356.8556185395132,167.16826867022928
357.09569856618873,172.93414505613134
357.3357785928643,191.74891773581402
357.5758586195399,147.42517299227697
357.8159386462154,106.16588012652444
358.05601867289096,166.2170942783964
358.2960986995665,252.6047999314623
358.5361787262421,212.0501274543313
358.77625875291767,145.9415473156962
359.0163387795932,194.77224327133257
359.25641880626875,220.7246155130591
359.4964988329443,181.92361689799048
359.73657885961984,188.7679871607956
359.97665888629547,153.68467192834456
360.216738912971,114.39047719342842
360.45681893964655,187.35441926055594
360.6968989663221,154.0723775793376
360.93697899299764,213.37131602304257
361.17705901967327,124.40723486130479
361.4171390463488,215.31016934063376
361.65721907302435,171.54875025106125
361.8972990996999,164.97461884106255
362.13737912637544,194.43601581211965
362.37745915305106,182.87688224807687
362.6175391797266,151.73559204695772
362.85761920640215,135.83001213390924
363.0976992330777,200.5366435109965
363.33777925975323,202.00661585995334
363.5778592864288,232.81389948988132
363.8179393131044,250.63100416032316
364.05801933977995,163.3242371627105
364.2980993664555,86.32625813331107
364.53817939313103,98.01407123092696
364.7782594198066,211.96626232458186
365.0183394464822,169.34228981171688
365.2584194731577,242.8577417494459
365.4984994998333,313.97310952229725
365.73857952650883,218.95485762325953
365.9786595531844,130.42570737778394
366.21873957985997,191.4177700647392
366.4588196065355,248.05022643019996
366.6988996332111,249.72795026790624
366.9389796598866,160.31434962991318
367.1790596865622,238.47531375097853
367.41913971323777,157.50699804372158
367.6592197399133,203.0612868736698
367.8992997665889,300.72688257158694
368.1393797932644,215.4968251590712
368.37945981994,153.20108701447182
368.61953984661557,218.22937836469478
368.8596198732911,167.06555204782148
369.09969989996665,224.3326316304974
369.3397799266422,170.36102980382643
369.57985995331774,125.04691177546403
369.81993997999336,236.72540081955034
370.0600200066689,209.49379391778018
370.30010003334445,135.78336652636102
370.54018006002,189.78177091449064
370.78026008669553,300.96584170402025
371.02034011337116,231.80695450652033
371.2604201400467,258.19361742264886
371.50050016672225,172.34217363405682
371.7405801933978,174.2175979437544
371.98066022007333,208.07805413095096
372.22074024674896,164.2478430130011
372.4608202734245,209.22489981928396
372.70090030010005,275.34129474065156
372.9409803267756,176.99478972515624
373.18106035345113,183.36263886354897
373.4211403801267,127.92449124498346
373.6612204068023,225.5984876623781
373.90130043347784,231.69127381101364
374.1413804601534,205.44378972595868
374.3814604868289,93.24644999173903
374.6215405135045,200.80015170222038
374.86162054018007,101.4380092694218
375.1017005668556,174.42196556280834
375.3417805935312,286.2890412209723
375.5818606202067,209.710184711971
375.8219406468823,171.77714657537783
376.06202067355787,228.23054931182497
376.3021007002334,210.50601932199012
376.542180726909,148.53022755283305
376.7822607535845,276.3846687461148
377.0223407802601,185.46022888475298
377.26242080693567,148.08816548793098
377.5025008336112,163.83375945473864
377.7425808602868,203.60166601008075
377.9826608869623,172.7715432333527
378.2227409136379,120.27600717730401
378.46282094031346,195.59554775281364
378.702900966989,75.5747296613634
378.94298099366455,247.20683461670083
379.1830610203401,218.29914940016005
379.4231410470157,203.40135084500946
379.66322107369126,164.95399264112262
379.9033011003668,229.22499716805802
380.14338112704235,186.1336816059218
380.3834611537179,180.13897154740025
380.62354118039343,230.55245140722445
380.86362120706906,257.1146379398541
381.1037012337446,185.36547162701595
381.34378126042014,225.41615381535854
381.5838612870957,245.39387837867787
381.82394131377123,209.87630819984605
382.06402134044686,239.5243461102221
382.30410136712237,159.73262540554424
382.54418139379794,154.76202389291143
382.7842614204735,137.03090127310816
383.024341447149,289.65696417851984
383.26442147382465,251.1650125238702
383.50450150050017,206.28917564108562
383.74458152717574,154.247262874578
383.9846615538513,217.69147848410697
384.2247415805268,253.28416121282027
384.4648216072024,205.73169031836846
384.70490163387797,188.31029302199897
384.94498166055354,153.74784870370334
385.1850616872291,185.75871144318742
385.4251417139046,97.68048207463747
385.6652217405802,256.83330008033255
385.90530176725576,269.1306699282125
386.1453817939313,168.8463638582329
386.3854618206069,131.90762081185005
386.6255418472824,179.25436228810645
386.865621873958,190.4327801136377
387.10570190063356,227.61331109620085
387.3457819273091,158.92338894047964
387.5858619539847,184.1411421121778
387.8259419806602,248.8576278691958
388.0660220073358,234.32699467808604
388.30610203401136,256.6846634504009
388.5461820606869,276.07094624110897
388.7862620873625,211.12970508335584
389.026342114038,169.9635206604807
389.2664221407136,228.81051417147884
389.50650216738916,133.40892901159054
389.7465821940647,215.81881057131463
389.98666222074024,176.13326792037378
390.2267422474158,265.1535294912494
390.4668222740914,189.85876855766023
390.70690230076696,196.44490331667603
390.94698232744247,159.9615037429337
391.18706235411804,186.23369350914976
391.4271423807936,192.49383505874178
391.6672224074691,142.14681235921665
391.90730243414475,207.73309348215213
392.14738246082027,122.20236303058417
392.38746248749584,231.46903310433197
392.6275425141714,196.75163087153737
392.8676225408469,196.70680248169106
393.10770256752255,228.10045610231845
393.34778259419807,249.19080606860226
393.58786262087364,194.66093606142965
393.8279426475492,157.61184334005233
394.0680226742247,186.95892645251973
394.30810270090035,271.02828298375425
394.54818272757586,171.1159114607787
394.78826275425143,224.02909090427806
395.028342780927,228.86060011311162
395.2684228076025,164.76043345677854
395.5085028342781,253.48691606431697
395.74858286095366,175.2571360604548
395.9886628876292,264.6388603656765
396.2287429143048,247.7297909283093
396.4688229409803,203.6814058105926
396.7089029676559,185.62321140798443
396.94898299433146,181.73492912937002
397.189063021007,315.8401572370439
397.4291430476826,221.78368260718503
397.6692230743581,241.01318486020645
397.9093031010337,351.27052722065065
398.14938312770926,508.14134347123115
398.38946315438477,774.4354390664348
398.6295431810604,1169.1047794546132
398.8696232077359,1579.574145833719
399.1097032344115,2130.3291458467156
399.34978326108705,2708.7093125238603
399.58986328776257,3285.8236382344176
399.82994331443814,3612.6230255254595
400.0700233411137,3689.215044644626
400.3101033677893,3536.2676550447522
